RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount,TPN_ID
3,SVC Research,6400,700583,"TSANG, MARY",8220 BEVAN ST,,SAN GABRIEL,CA,91775,2000,3-6400-700583
3,SVC Research,6400,700712,"KITE, SUZANNE",2393 CARRIAGE CIRCLE,,OCEANSIDE,CA,92056,2000,3-6400-700712
3,SVC Research,6400,700716,"DENFELD, ZACKERY CHRISTIAN",643 STRONG RD,,SOUTH WINDSOR,CT,06074,2000,3-6400-700716
3,SVC Research,6800,536889,PALAWAN PRODUCTIONS,2805 N BEACHWOOD DRIVE,,LOS ANGELES,CA,90068,2250,3-6800-536889
3,SVC Research,6900,102753,COMMONWEALTH OF PENNSYLVANIA,OVR,45 NORTH 4TH ST,ALLENTOWN,PA,18102,43875,3-6900-102753
3,SVC Research,6900,102987,COUNCIL ON GOVERNMENTAL RELATIONS,1 DUPONT CIR NW,STE 425,WASHINGTON,DC,20036,10500,3-6900-102987
3,SVC Research,6900,108908,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL,DIVISION OF STORAGE TANKS,PO BOX 8762,HARRISBURG,PA,17105,7075,3-6900-108908
3,SVC Research,6900,133655,LIFE SCIENCES PENNSYLVANIA,20 VALLEY STREAM PARKWAY,SUITE 110,MALVERN,PA,19355,1800,3-6900-133655
3,SVC Research,6900,211094,AAALAC INTERNATIONAL,5283 CORPORATE DRIVE,SUITE 203,FREDERICK,MD,21703-2879,11175,3-6900-211094
3,SVC Research,6900,240107,BIOTECHNOLOGY INNOVATION ORGANIZATION,1225 EYE STREET N W,SUITE 400,WASHINGTON,DC,20005,2563,3-6900-240107
3,SVC Research,6900,335740,ASSOCIATION FOR THE ACCREDITATION OF HUM,2970 CLAIRMONT ROAD,SUITE 280,ATLANTA,GA,30329,25800,3-6900-335740
3,SVC Research,6900,518188,CASC,"415 E. BROAD ST, SUITE 105","JACK HOSKINS, CPA INC",COLUMBUS,OH,43215,3000,3-6900-518188
3,SVC Research,6900,536870,FDP FOUNDATION,2607 WOODRUFF RD  SUITE E 101,,SIMPSONVILLE,SC,29607,3500,3-6900-536870
3,SVC Research,6900,594806,"CITI PROGRAM, A DIVISION OF BRANY",1981 MARCUS AVENUE STE 210,,LAKE SUCCESS,NY,11042,13100,3-6900-594806
3,SVC Research,6900,620283,EAB,PO BOX 603519,,CHARLOTTE,NC,28260-3519,42979,3-6900-620283
3,SVC Research,6900,648054,CONSORTIUM OF SOCIAL SCIENCE ASSOCIATION,1430 K ST NW STE 550,,WASHINGTON,DC,20005,2850,3-6900-648054
3,SVC Research,7100,238764,PERKIN ELMER LIFE SCIENCES INC,PO BOX 101668,,ATLANTA,GA,30392-1668,6578,3-7100-238764
3,SVC Research,7100,300146,FLUKE ELECTRONICS CORP,799 E UTAH VALLEY DR,,AMERICAN FORK,UTAH,84003,1753,3-7100-300146
3,SVC Research,7300,243145,3500 FIFTH AVENUE ASSOCIATES,C/O MEYERS MANAGEMENT CO,1823 PENN AVE,PITTSBURGH,PA,15221,361348,3-7300-243145
3,SVC Research,7300,253274,OTHERSIDE ASSOCIATES,C/O MEYERS MANAGEMENT COMPANY,1823 PENN AVENUE,PITTSBURGH,PA,15221,241852,3-7300-253274
3,SVC Research,7300,531222,FAPD LLC,761 OSAGE ROAD,,PITTSBURGH,PA,15243,105021,3-7300-531222
3,SVC Research,7300,565501,"SCHENLEY PLACE, LP","ONE BIGELOW SQUARE, SUITE 630",,PITTSBURGH,PA,15219,164995,3-7300-565501
3,SVC Research,7300,647049,MURWEST LLC,925 LIBERTY AVENUE,8TH FLOOR,PITTSBURGH,PA,15222,535612,3-7300-647049
5,Student Affairs,6000,100693,AMERICAN RED CROSS,302 CONGRESS ST,,BRADFORD,PA,16701,1506,5-6000-100693
5,Student Affairs,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,18797,5-6000-100877
5,Student Affairs,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,3597,5-6000-101243
5,Student Affairs,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,87351,5-6000-103356
5,Student Affairs,6000,104771,GOPHER SPORT,NW 5634,PO BOX 1450,MINNEAPOLIS,MN,55485-5634,3664,5-6000-104771
5,Student Affairs,6000,108717,PAPER PRODUCTS CO INC,36 TERMINAL WAY,,PITTSBURGH,PA,15219,10324,5-6000-108717
5,Student Affairs,6000,109257,"PITTSBURGH STOP, INC",126 W ELIZABETH ST,,PITTSBURGH,PA,15207,5429,5-6000-109257
5,Student Affairs,6000,109479,PRO KNITWEAR,33 TERMINAL WAY,,PITTSBURGH,PA,15219,1550,5-6000-109479
5,Student Affairs,6000,111560,TRAU AND LOEVNER,838 BRADDOCK AVE,,BRADDOCK,PA,15104,3807,5-6000-111560
5,Student Affairs,6000,115138,LAWSON PRODUCTS INC,135 S LASALLE DEPT 2689,,CHICAGO,IL,60674-2689,2309,5-6000-115138
5,Student Affairs,6000,119588,UNIVERSITY OF PITTSBURGH BOOK CENTER,4000 FIFTH AVENUE,,PITTSBURGH,PA,15213,1210,5-6000-119588
5,Student Affairs,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,3713,5-6000-185133
5,Student Affairs,6000,185404,SMARTSOLUTION TECHNOLOGIES LP,831 W NORTH AVE,,PITTSBURGH,PA,15233,2843,5-6000-185404
5,Student Affairs,6000,196770,G&G FITNESS EQUIPMENT,300 PLAZA,MALL BLVD,MONROEVILLE,PA,15146,17453,5-6000-196770
5,Student Affairs,6000,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,48089,5-6000-204333
5,Student Affairs,6000,240436,4IMPRINT INC,25303 NETWORK PLACE,,CHICAGO,IL,60673-1253,14161,5-6000-240436
5,Student Affairs,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,2962,5-6000-248635
5,Student Affairs,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,12933,5-6000-262228
5,Student Affairs,6000,262518,PAYPAL,PO BOX 105658,PAYPAL CREDIT,ATLANTA,GA,30348,3119,5-6000-262518
5,Student Affairs,6000,298155,GREATER PITTSBURGH COMMUNITY FOOD BANK,1 NORTH LINDEN ST,,DUQUESNE,PA,15110,3296,5-6000-298155
5,Student Affairs,6000,320199,TRIM AND TASSELS,204 PASSAIC AVE,UNIT 3,FAIRFIELD,NJ,07004,1375,5-6000-320199
5,Student Affairs,6000,327250,COSTCO,COSTCO WHOLESALE,501 W WATERFRONT DRIVE,WEST HOMESTEAD,PA,15120,3838,5-6000-327250
5,Student Affairs,6000,340161,FRIDAY MARKETING GROUP,413 S MAIN ST,,PITTSBURGH,PA,15215,17468,5-6000-340161
5,Student Affairs,6000,376590,COMCAST,P.O. BOX 105184,,ATLANTA,GA,30348-5184,3233,5-6000-376590
5,Student Affairs,6000,400791,UNDERGROUND PRINTING,"260 METTY DRIVE, SUITE G",,ANN ARBOR,MI,48103,1177,5-6000-400791
5,Student Affairs,6000,480931,CONNECTEDSIGN LLC,"480 NEW HOLLAND AVE, SUITE 6202",,LANCASTER,PA,17602,7250,5-6000-480931
5,Student Affairs,6000,492426,PASSPORT CAREER LLC,1405 S FERN STREET,NUMBER 94165,ARLINGTON,VA,22202,11962,5-6000-492426
5,Student Affairs,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,18363,5-6000-521322
5,Student Affairs,6000,534049,STICKER MULE,336 FOREST AVE,,AMSTERDAM,NY,12010,1126,5-6000-534049
5,Student Affairs,6000,534951,SUBITUP INC,250 COMMERCIAL STREET SUTIE 3006,,MANCHESTER,NH,03104,9990,5-6000-534951
5,Student Affairs,6000,555514,KELEVRA IDEAS LLC,PO BOX 14683,,PITTSBURGH,PA,15234,3485,5-6000-555514
5,Student Affairs,6000,578840,HANDSON CONNECT CLOUD SOLUTIONS,12157 W LINEBAUGH AVE PMB 332,,TAMPA,FL,33626-1732,6602,5-6000-578840
5,Student Affairs,6000,624915,DSE REC LLC,5 HACKENSACK TERRACE,,CHESTNUT HILL,MA,02467,16330,5-6000-624915
5,Student Affairs,6000,651530,COOPER APPAREL & PROMOTIONS LLC,926 1/2 S AIKEN AVE,,PITTSBURGH,PA,15232,2324,5-6000-651530
5,Student Affairs,6000,668362,DEMOCRACY WORKS INC,20 JAY ST STE 840,,BROOKLYN,NY,11201,13000,5-6000-668362
5,Student Affairs,6000,687767,SCHOOL DAY WELLBEING INC,28 WEST GRAN AVE #5,,MONTVALE,NJ,07645,29400,5-6000-687767
5,Student Affairs,6000,693697,"YEDULLA, SUDEEP",3333 FORBES AVENUE #1433,,PITTSBURGH,PA,15213,1012,5-6000-693697
5,Student Affairs,6000,700083,SOUTH SIDE COMMUNITY COUNCIL,2005 SARAH ST,,PITTSBURGH,PA,15203,1035,5-6000-700083
5,Student Affairs,6400,107998,STRONG TECHNICAL SERVICES INC,PO BOX 11407,,BIRMINGHAM,AL,35246-1357,1440,5-6400-107998
5,Student Affairs,6400,111247,TALENT NETWORK INC,614 FIFTH AVE 2ND FLOOR,,CORAOPOLIS,PA,15108,2050,5-6400-111247
5,Student Affairs,6400,297192,WASHINGTON CONSULTING GROUP,8331 SCOTTS LEVEL RD,,BALTIMORE,MD,21208,14500,5-6400-297192
5,Student Affairs,6400,385381,CAREERSPOTS,P O BOX 154,,NEWTON SQUARE,PA,19073,4900,5-6400-385381
5,Student Affairs,6400,445671,SALESFORCE.ORG,PO BOX 203141,,DALLAS,TX,75320-3141,2938,5-6400-445671
5,Student Affairs,6400,480931,CONNECTEDSIGN LLC,"480 NEW HOLLAND AVE, SUITE 6202",,LANCASTER,PA,17602,12712,5-6400-480931
5,Student Affairs,6400,511177,"GUIDEBOOK, INC",261 HAMILTON AVE,SUITE 205,PALO ALTO,CA,94306,3500,5-6400-511177
5,Student Affairs,6400,512876,GALLUP INC,GALLUP LOCKBOX,PO BOX 74007531,CHICAGO,IL,60674-7064,18000,5-6400-512876
5,Student Affairs,6400,555514,KELEVRA IDEAS LLC,PO BOX 14683,,PITTSBURGH,PA,15234,9775,5-6400-555514
5,Student Affairs,6400,556482,GUARDIANS OF SOUND INC,600 FORBES AVE,,PITTSBURGH,PA,15219-2115,5600,5-6400-556482
5,Student Affairs,6400,558135,AWESOME FILMS LLC,2653 GLOUCESTER DRIVE,,PITTSBURGH,PA,15241,5830,5-6400-558135
5,Student Affairs,6400,571145,EMS SOFTWARE LLC,11500 ALTERRA PKWY,STE 110,AUSTIN,TX,78758,2274,5-6400-571145
5,Student Affairs,6400,578840,HANDSON CONNECT CLOUD SOLUTIONS,12157 W LINEBAUGH AVE PMB 332,,TAMPA,FL,33626-1732,27843,5-6400-578840
5,Student Affairs,6400,582183,HANDSHAKE,660 4TH ST #113,,SAN FRANCISCO,CA,94107,12875,5-6400-582183
5,Student Affairs,6400,648865,MAXIENT LLC,PO BOX 7224,,CHARLOTTESVILLE,VA,22906,15000,5-6400-648865
5,Student Affairs,6400,671574,"LAMPMANN, DANIEL",2813 LARKINS WAY,,PITTSBURGH,PA,15203,1960,5-6400-671574
5,Student Affairs,6400,687014,NASH IMAGING LLC,118 W MAIN ST,PO BOX 327,SOMERSET,OH,43783,3450,5-6400-687014
5,Student Affairs,6400,692267,"JOHNSON, MARLON CHADWICK",601 W SAINT JOHNS AVE,UNIT 1404,AUSTIN,TX,78752,3500,5-6400-692267
5,Student Affairs,6400,695890,STORYTELLERS FOR CHANGE,PO BOX 85452,,SEATTLE,WA,98145,4000,5-6400-695890
5,Student Affairs,6400,695972,"ALVAREZ, ADAN JUILIAN",920 ACADIA DR,,TURNERSVILLE,NJ,08012,1200,5-6400-695972
5,Student Affairs,6600,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,3492,5-6600-103356
5,Student Affairs,6800,637388,ADVANTAGE DESIGN GROUP,6877 PHILIPS INDUSTRIAL BLVD,,JACKSONVILLE,FL,32256,6900,5-6800-637388
5,Student Affairs,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,22253,5-7100-204333
5,Student Affairs,7100,348717,ELDORADO CLIMBING WALLS,1835 38TH ST,,BOULDER,CO,80301,4000,5-7100-348717
5,Student Affairs,7300,139302,BELLEFIELD PRESBYTERIAN CHURCH,4001 FIFTH AVENUE,,PITTSBURGH,PA,15213,1000,5-7300-139302
5,Student Affairs,7300,147798,THREE RIVERS ROWING ASSN,300 WATERFRONT DRIVE,,PITTSBURGH,PA,15222-4738,20500,5-7300-147798
6,Kenneth P. Dietrich School of Arts and Sciences,6000,100580,AMERICAN ECONOMIC ASSN,PO BOX 307026,,NASHVILLE,TN,37203,1200,6-6000-100580
6,Kenneth P. Dietrich School of Arts and Sciences,6000,100683,AMERICAN POLITICAL SCIENCE ASSN,MEMBERSHIP,PO BOX 631125,BALTIMORE,MD,21263-1125,1617,6-6000-100683
6,Kenneth P. Dietrich School of Arts and Sciences,6000,100802,ANCARE CORP,BOX 814,,BELLMORE,NY,11710,1291,6-6000-100802
6,Kenneth P. Dietrich School of Arts and Sciences,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,458046,6-6000-100877
6,Kenneth P. Dietrich School of Arts and Sciences,6000,100898,PENTAIR AQUATIC ECO-SYSTEMS INC,2395 APOPKA BLVD,,APOPKA,FL,32703,1623,6-6000-100898
6,Kenneth P. Dietrich School of Arts and Sciences,6000,101209,THE BAKER COMPANY INC,PO BOX 845005,,BOSTON,MA,02284-5005,9775,6-6000-101209
6,Kenneth P. Dietrich School of Arts and Sciences,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,62819,6-6000-101243
6,Kenneth P. Dietrich School of Arts and Sciences,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,18123,6-6000-101489
6,Kenneth P. Dietrich School of Arts and Sciences,6000,102136,CAROLINA BIOLOGICAL SUPPLY CO,2700 YORK ROAD,,BURLINGTON,NC,27215,2030,6-6000-102136
6,Kenneth P. Dietrich School of Arts and Sciences,6000,102454,CHIRAL TECHNOLOGIES INC,730 SPRINGDALE DR,PO BOX 564,EXTON,PA,19341,1805,6-6000-102454
6,Kenneth P. Dietrich School of Arts and Sciences,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,374979,6-6000-103356
6,Kenneth P. Dietrich School of Arts and Sciences,6000,103467,DIGI-KEY CORP 1332,701 BROOKS AVENUE SOUTH,POST OFFICE BOX 677,THIEF RIVER FALLS,MN,56701-0677,9405,6-6000-103467
6,Kenneth P. Dietrich School of Arts and Sciences,6000,103816,EDUCATIONAL TESTING SERVICE,4897 COLLECTION CENTER DR,,CHICAGO,IL,60693,2416,6-6000-103816
6,Kenneth P. Dietrich School of Arts and Sciences,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,557853,6-6000-104257
6,Kenneth P. Dietrich School of Arts and Sciences,6000,104384,FRANKLIN INTERIORS,PO BOX 6107,,HERMITAGE,PA,16148-0923,4296,6-6000-104384
6,Kenneth P. Dietrich School of Arts and Sciences,6000,104741,GOLD BIOTECHNOLOGY INC,10748 INDIAN HEAD IND BLVD,,ST LOUIS,MO,63132,1795,6-6000-104741
6,Kenneth P. Dietrich School of Arts and Sciences,6000,105698,INSTITUTE FOR SOCIAL RESEARCH,UNIVERSITY OF MICHIGAN,,ANN ARBOR,MI,48106,1250,6-6000-105698
6,Kenneth P. Dietrich School of Arts and Sciences,6000,105740,INTEGRATED DNA TECHNOLOGIES INC,DEPT 77-3395,,CHICAGO,IL,60678-3395,6629,6-6000-105740
6,Kenneth P. Dietrich School of Arts and Sciences,6000,105899,IPM LABORATORIES INC,980 MAIN ST,PO BOX 300,LOCKE,NY,13092,5556,6-6000-105899
6,Kenneth P. Dietrich School of Arts and Sciences,6000,105965,JACKSON LABORATORY,600 MAIN ST,,BAR HARBOR,ME,04609-1500,1491,6-6000-105965
6,Kenneth P. Dietrich School of Arts and Sciences,6000,106508,KURT J LESKER CO,1515 WORTHINGTON AVE,,CLAIRTON,PA,15025,2273,6-6000-106508
6,Kenneth P. Dietrich School of Arts and Sciences,6000,106535,LABORATORY PRODUCTS SALES INC,1665 BUFFALO RD,,ROCHESTER,NY,14624,9476,6-6000-106535
6,Kenneth P. Dietrich School of Arts and Sciences,6000,107169,MAROADI TRANSFER AND STORAGE INC,1850 GILL HALL RD,RT 30,FINELYVILLE,PA,15332,3738,6-6000-107169
6,Kenneth P. Dietrich School of Arts and Sciences,6000,107609,MRIGLOBAL,PO BOX 27-308,,KANSAS CITY,MO,64180,1564,6-6000-107609
6,Kenneth P. Dietrich School of Arts and Sciences,6000,107656,MINI CIRCUITS,PO BOX 350165,,BROOKLYN,NY,11235-0003,3073,6-6000-107656
6,Kenneth P. Dietrich School of Arts and Sciences,6000,107696,MODERN LANGUAGE ASSN,10 ASTOR PL,,NEW YORK,NY,10003,1660,6-6000-107696
6,Kenneth P. Dietrich School of Arts and Sciences,6000,107813,MOUSER ELECTRONICS INC,328 ROUTE 46,SUITES 1 & 2,BUDD LAKE,NJ,07828,3990,6-6000-107813
6,Kenneth P. Dietrich School of Arts and Sciences,6000,107833,MSC INDUSTRIAL SUPPLY COMPANY,2025 ONTARIO STREET,KEY BANK-MAIL STOP OH-01-00-0511,CLEVELAND,OH,44115,3868,6-6000-107833
6,Kenneth P. Dietrich School of Arts and Sciences,6000,108046,NATIONAL INSTRUMENTS CORP,6504 BRIDGE POINT PARKWAY,,AUSTIN,TX,787305039,17355,6-6000-108046
6,Kenneth P. Dietrich School of Arts and Sciences,6000,108186,NEW ENGLAND BIOLABS,32 TOZER ROAD,,BEVERLY,MA,01915,10696,6-6000-108186
6,Kenneth P. Dietrich School of Arts and Sciences,6000,108260,NEWPORT CORP,13976 COLLECTION CENTER DR,,CHICAGO,IL,60693,1626,6-6000-108260
6,Kenneth P. Dietrich School of Arts and Sciences,6000,108766,PASCO SCIENTIFIC,10101 FOOTHILLS BLVD,PO BOX 619011,ROSEVILLE,CA,95747-7100,1681,6-6000-108766
6,Kenneth P. Dietrich School of Arts and Sciences,6000,109353,POLYSCIENCES INC,400 VALLEY RD,,WARRINGTON,PA,18976,1123,6-6000-109353
6,Kenneth P. Dietrich School of Arts and Sciences,6000,109607,QIAGEN INC,P.O. BOX 5132,,CAROL STREAM,IL,60197-5132,4237,6-6000-109607
6,Kenneth P. Dietrich School of Arts and Sciences,6000,110521,SHIMADZU SCIENTIFIC INSTRUMENTS INC,7102 RIVERWOOD DRIVE,,COLUMBIA,MD,24016-0000,1095,6-6000-110521
6,Kenneth P. Dietrich School of Arts and Sciences,6000,111392,THOMAS SCIENTIFIC,PO BOX 536750,,PITTSBURGH,PA,15253-5909,1895,6-6000-111392
6,Kenneth P. Dietrich School of Arts and Sciences,6000,111418,THORLABS INC,435 ROUTE 206,PO BOX 366,NEWTON,NJ,07860,18855,6-6000-111418
6,Kenneth P. Dietrich School of Arts and Sciences,6000,111524,T R LAST CO INC,BOX 142 BAKERSTOWN RD,,GIBSONIA,PA,15044,32084,6-6000-111524
6,Kenneth P. Dietrich School of Arts and Sciences,6000,111787,UNIVERSITY OF ARIZONA,RESEARCH TECHNICAL SERVICES,,TEMPE,AZ,85287-6505,1560,6-6000-111787
6,Kenneth P. Dietrich School of Arts and Sciences,6000,111828,UNIVERSITY OF ILLINOIS,GENERAL ACCOUNTS RECEIVABLE,PO BOX 2167,BEDFORD PARK,IL,60499-2167,6488,6-6000-111828
6,Kenneth P. Dietrich School of Arts and Sciences,6000,112189,MPS,PO BOX 930668,,ATLANTA,GA,31193-0668,14973,6-6000-112189
6,Kenneth P. Dietrich School of Arts and Sciences,6000,112272,WASHINGTON UNIVERSITY IN ST. LOUIS,7425 FORYSYTH WEST CAMPUS,ONE BROOKINGS DRIVE,CLAYTON,MO,63105,3445,6-6000-112272
6,Kenneth P. Dietrich School of Arts and Sciences,6000,112944,ADINSTRUMENTS INC,2205 EXECUTIVE CIRCLE,,COLORADO SPRINGS,CO,80906,4225,6-6000-112944
6,Kenneth P. Dietrich School of Arts and Sciences,6000,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,32014,6-6000-115104
6,Kenneth P. Dietrich School of Arts and Sciences,6000,117321,ALLIED ELECTRONICS,PO BOX 841811,,DALLAS,TX,75284-1811,1690,6-6000-117321
6,Kenneth P. Dietrich School of Arts and Sciences,6000,117323,MCMASTER-CARR SUPPLY CO,200 AURORA INDUSTRIAL PKY,,AURORA,OH,44202-8087,7750,6-6000-117323
6,Kenneth P. Dietrich School of Arts and Sciences,6000,117508,BFG SUPPLY CORP,14500 KINSMAN RD,,BURTON,OH,44021,3964,6-6000-117508
6,Kenneth P. Dietrich School of Arts and Sciences,6000,118953,SIGMA-ALDRICH INC,PO BOX 535182,,ATLANTA,GA,30353-5182,54981,6-6000-118953
6,Kenneth P. Dietrich School of Arts and Sciences,6000,119301,WORKSCAPE INC,KNOLL C/O WORKSCAPE,PO BOX 277778,ATLANTA,GA,30384-7778,15722,6-6000-119301
6,Kenneth P. Dietrich School of Arts and Sciences,6000,119466,ATCC,PO BOX 76349,AMERICAN TYPE CULTURE COLLECTIONS,BALTIMORE,MD,21275-6349,1055,6-6000-119466
6,Kenneth P. Dietrich School of Arts and Sciences,6000,121927,MALVERN PANALYTICAL INC,21543 NETWORK PLACE,,CHICAGO,IL,60673-1215,1407,6-6000-121927
6,Kenneth P. Dietrich School of Arts and Sciences,6000,123853,LERRO CORP,400 PENN CENTER BLVD,SUITE 721,PITTSBURGH,PA,15235-0000,1476,6-6000-123853
6,Kenneth P. Dietrich School of Arts and Sciences,6000,128420,CARL ZEISS MICROSCOPY LLC,CARL ZEISS MEDTEC,5160 HACIENDA DR,DUBLIN,CA,94568,443523,6-6000-128420
6,Kenneth P. Dietrich School of Arts and Sciences,6000,137880,STERIS CORP,LOCKBOX# 771652,1652 SOLUTION CENTER,CHICAGO,IL,60677-1006,2902,6-6000-137880
6,Kenneth P. Dietrich School of Arts and Sciences,6000,140043,ARGONNE NATIONAL LABORATORY,TECHNICAL INFORMATION SERVICES DEPT,BLDG 203 RM CE-111,ARGONNE,IL,60439,12482,6-6000-140043
6,Kenneth P. Dietrich School of Arts and Sciences,6000,149128,LABREPCO INC,101 WITMER RD,SUITE 700,HORSHAM,PA,19044,22627,6-6000-149128
6,Kenneth P. Dietrich School of Arts and Sciences,6000,162790,PAWS INCORPORATED,137 UNITY SQUARE,,GREENSBURG,PA,15601,3457,6-6000-162790
6,Kenneth P. Dietrich School of Arts and Sciences,6000,162978,CARNEGIE MUSEUM OF NATURAL HISTORY,4400 FORBES AVE,DIVISION OF EDUCATION,PITTSBURGH,PA,15213,1380,6-6000-162978
6,Kenneth P. Dietrich School of Arts and Sciences,6000,163005,MEDLINE INDUSTRIES INC,ONE MEDLINE PLACE,,MUNDELEIN,IL,60060-4486,3738,6-6000-163005
6,Kenneth P. Dietrich School of Arts and Sciences,6000,164504,PENN STATE UNIVERSITY,3000 IVYSIDE PARK,PENN STATE ALTOONA,ALTOONA,PA,16601,3638,6-6000-164504
6,Kenneth P. Dietrich School of Arts and Sciences,6000,170068,DE HOKANSON INC,12840 NE 21ST PLACE,,BELLEVUE,WA,98005,3332,6-6000-170068
6,Kenneth P. Dietrich School of Arts and Sciences,6000,179912,PHAROS SYSTEMS INTERNATIONAL INC,333 W COMMERCIAL ST  #3500,,E ROCHESTER,NY,14445,1500,6-6000-179912
6,Kenneth P. Dietrich School of Arts and Sciences,6000,180461,SWEETWATER SOUND INC,5501 US HIGHWAY 30 W,,FORT WAYNE,IN,46818,58945,6-6000-180461
6,Kenneth P. Dietrich School of Arts and Sciences,6000,180910,TRI-STATE REPROGRAPHICS INC,907 PENN AVE,,PITTSBURGH,PA,15222,2811,6-6000-180910
6,Kenneth P. Dietrich School of Arts and Sciences,6000,183050,LEICA MICROSYSTEMS INC,2345 WAUKEGAN ROAD,,BANNOCKBURN,IL,60015,55742,6-6000-183050
6,Kenneth P. Dietrich School of Arts and Sciences,6000,183498,HORIBA INSTRUMENTS INC,LOCKBOX #776013,6013 SOLUTIONS CENTER,CHICAGO,IL,60677-6000,1960,6-6000-183498
6,Kenneth P. Dietrich School of Arts and Sciences,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,114939,6-6000-185133
6,Kenneth P. Dietrich School of Arts and Sciences,6000,185571,W NUHSBAUM INC,1701 S SCHROEDER LANE,,MCHENRY,IL,60050,96271,6-6000-185571
6,Kenneth P. Dietrich School of Arts and Sciences,6000,192668,AMS,105 HARRISON ST,,AMERICAN FALLS,ID,83211,1769,6-6000-192668
6,Kenneth P. Dietrich School of Arts and Sciences,6000,193088,MICROWAY INC,PO BOX 79,,KINGSTON,MA,02364,41563,6-6000-193088
6,Kenneth P. Dietrich School of Arts and Sciences,6000,193739,SILICYCLE INC,1200 AVE ST JEAN BAPISTE,SUITE 114,QUEBEC,,G2E 5E8,2161,6-6000-193739
6,Kenneth P. Dietrich School of Arts and Sciences,6000,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,121488,6-6000-202421
6,Kenneth P. Dietrich School of Arts and Sciences,6000,205300,CONSOLIDATED STERILIZER SYSTEMS,3 ENTERPRISE ROAD,SUITE C,BILLERICA,MA,01821,41885,6-6000-205300
6,Kenneth P. Dietrich School of Arts and Sciences,6000,207916,KROHN-HITE CORPORATION,255 BODWELL STREET,,AVON,MA,02322-0000,78400,6-6000-207916
6,Kenneth P. Dietrich School of Arts and Sciences,6000,214856,THAT FISH PLACE/THAT PET PLACE,237 CENTERVILLE ROAD,,LANCASTER,PA,17603,1428,6-6000-214856
6,Kenneth P. Dietrich School of Arts and Sciences,6000,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,22756,6-6000-215353
6,Kenneth P. Dietrich School of Arts and Sciences,6000,219081,ONSET COMPUTER CORP.,470 MACARTHUR BLVD,,BOURNE,MA,02532,4202,6-6000-219081
6,Kenneth P. Dietrich School of Arts and Sciences,6000,220105,CELL SIGNALING TECHNOLOGY,PO BOX 3843,,BOSTON,MA,02241-3843,2432,6-6000-220105
6,Kenneth P. Dietrich School of Arts and Sciences,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,3625,6-6000-230595
6,Kenneth P. Dietrich School of Arts and Sciences,6000,239679,WADSWORTH CONTROL SYSTEMS,5541 MARSHALL STREET,,ARVADA,CO,80002,1050,6-6000-239679
6,Kenneth P. Dietrich School of Arts and Sciences,6000,245105,PLEXON INC,6500 GREENVILLE AVE,SUITE 730,DALLAS,TX,75206,4925,6-6000-245105
6,Kenneth P. Dietrich School of Arts and Sciences,6000,246901,SORBENT TECHNOLOGIES,PO BOX 80846,,ATLANTA,GA,30366,1789,6-6000-246901
6,Kenneth P. Dietrich School of Arts and Sciences,6000,247809,GLOBAL INDUSTRIAL EQUIPMENT,2505 MILL CENTER PKWY,,BUFORD,GA,30518-3700,1368,6-6000-247809
6,Kenneth P. Dietrich School of Arts and Sciences,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,16245,6-6000-248635
